DATASET_EN,DATASET_TC,NAME_EN,NAME_TC,ADDRESS_EN,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NSEARCH03_EN,Title,NSEARCH04_EN,NSEARCH04_TC,NSEARCH05_EN,NSEARCH05_TC,LATITUDE,Latitude,Longitude,NORTHING,EASTING,GeometryEasting,GeometryNorthing
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 316-319, 3/F, BLOCK B, WAH SANG INDUSTRIAL BUILDING, 14-18 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭黃竹洋街14-18號華生工業大廈B座3樓316 -319室,Sha Tin,沙田區,2997804229,2997804229,97,97,FF,FF,Tai Hing,太興,,,21/5/2025,21/5/2025,22.3982213,114.1900137,13/5/2024,828772.3424,837620.9746354104,837620.9746000003,828772.3423999995
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"MAJOR PORTION OF SHOP 103, LEVEL 1, PHASE 1, NEW TOWN PLAZA, SHA TIN, NEW TERRITORIES",新界沙田新城市廣場一期一樓103號鋪大部份,Sha Tin,沙田區,2997804159,2997804159,97,97,FF,FF,Godiva Chocolatier,Godiva Chocolatier,,,7/5/2025,7/5/2025,22.3817578,114.1886372,2/5/2024,826949.2343074095,837479.3775106957,837479.3775000004,826949.2343000006
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 509, LEVEL 5, PHASE 1, NEW TOWN PLAZA, SHA TIN, NEW TERRITORIES",新界沙田新城市廣場第一期5樓509號鋪,Sha Tin,沙田區,2997803606,2997803606,97,97,FF,FF,HAAGEN DAZS,HAAGEN DAZS,,,2/7/2025,2/7/2025,22.3817578,114.1886372,21/5/2024,826949.2343074095,837479.3775106957,837479.3775000004,826949.2343000006
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"ROOM B, 1/F, SUNKING INDUSTRY BUILDING, 1-7 SHING CHUEN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍成全路1-7號順景工業大廈1樓B室,Sha Tin,沙田區,2997803314,2997803314,97,97,FF,FF,CY Food Trading (HK) Co. Ltd,日新食品貿易(香港)有限公司,,,17/1/2026,17/1/2026,22.3771922,114.1824387,22/11/2024,826443.6233848566,836841.0527917873,836841.0527999997,826443.6234000009
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP NOS. 22-23 & 25, 7/F, CORPORATION PARK, 11 ON LAI STREET, SHA TIN, NEW TERRITORIES",新界沙田安麗街11號企業中心7樓22-23及25號鋪,Sha Tin,沙田區,2997803004,2997803004,97,97,FF,FF,,,,,24/6/2025,24/6/2025,22.3897386,114.207564,18/6/2024,827833.2684347051,839428.3461601604,839428.3461999996,827833.2684000004
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 20B, G/F, GRANDWAY GARDEN, 67-77 TAI WAI ROAD, SHA TIN, NEW TERRITORIES",新界沙田大圍路67-77號富嘉花園地下20B鋪,Sha Tin,沙田區,2997802977,2997802977,97,97,FF,FF,豪大大雞排,豪大大雞排,,,7/6/2025,7/6/2025,22.373728,114.1779371,27/3/2024,826060.0033251545,836377.4497223789,836377.4496999998,826060.0033
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT/ROOM 11-12, 13/F, BLOCK B, VERISTRONG INDUSTRIAL CENTRE, 34-36 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街34-36號豐盛工業中心 B座13樓11-12室,Sha Tin,沙田區,2997803022,2997803022,97,97,FF,FF,Butter Bakery,Butter Bakery,,,4/7/2025,4/7/2025,22.3995977,114.193191,19/6/2024,828924.7912,837948.1291888133,837948.1292000003,828924.7912000008
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"MAJOR PORTION OF 4/F, HK JEBN GROUP CENTER, 13-15 SHING WAN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍成運路13-15號樓上集團中心4樓(主要部分),Sha Tin,沙田區,2997804265,2997804265,97,97,FF,FF,BRIGHT OVERSEAS FOOD LTD,僑陽陸海產有限公司,,,9/6/2025,9/6/2025,22.3765658,114.1806251,22/4/2024,826374.2528595438,836654.2774762632,836654.2774999999,826374.2529000007
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT 8, 8/F, WORLD-WIDE INDUSTRIAL CENTRE, 43-47 SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭山尾街43-47號環球工業中心8樓8號室,Sha Tin,沙田區,2997804326,2997804326,97,97,FF,FF,LINKARE FOOD MANUFACTORY,領康食品製造廠,,,1/7/2025,1/7/2025,22.3988661,114.1906592,23/4/2024,828843.7507446624,837687.4361303406,837687.4360999996,828843.7507000007
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION A OF 5/F, 13-15 SHING WAN ROAD, SHA TIN, NEW TERRITORIES",新界沙田成運路13-15號5樓A部份,Sha Tin,沙田區,2997804292,2997804292,97,97,FF,FF,BRIGHT OVERSEAS FOOD LIMITED,僑陽陸海產有限公司,,,17/6/2025,17/6/2025,22.376563,114.1806274,24/5/2024,826373.9428,836654.5143550377,836654.5143999998,826373.9428000003
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"4/F (PORTION), EVER GAIN BUILDING, 21-23 YUEN SHUN CIRCUIT, SHA TIN, NEW TERRITORIES",新界沙田源順圍21-23號永得利大廈4樓(部份),Sha Tin,沙田區,2997803174,2997803174,97,97,FF,FF,"KUBOTA RICE INDUSTRY (H.K.) CO., LIMITED",久保田米業(香港)有限公司,,,1/11/2025,1/11/2025,22.3815366,114.2079354,13/9/2024,826925.0229554841,839466.7798396001,839466.7797999997,826925.023
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP E, 7/F, INTERNATIONAL INDUSTRIAL CENTRE, 2-8 KWEI TEI STREET, SHA TIN, NEW TERRITORIES",新界沙田桂地街2-8號國際工業中心7樓E鋪,Sha Tin,沙田區,2997802904,2997802904,97,97,FF,FF,Seoul Noodle Shop,Seoul Noodle Shop,,,7/3/2025,7/3/2025,22.400549,114.1921453,18/10/2024,829030.1228103227,837840.4422944234,837840.4423000002,829030.1228
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"SHOP NO. 4E,  FRONT, G/F, FO TAN INDUSTRIAL CENTRE, 26-28 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街26-28號富騰工業中心4E前鋪,Sha Tin,沙田區,2597800144,2597800144,97,97,FE,FE,Ichu Club,Ichu Club,,,15/1/2026,15/1/2026,22.3990758,114.19458,10/1/2025,828867.0144,838091.1619224546,838091.1618999997,828867.0143999998
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION B OF 5/F, 13-15 SHING WAN ROAD, SHA TIN, NEW TERRITORIES",新界沙田成運路13-15號5樓B部份,Sha Tin,沙田區,2997804344,2997804344,97,97,FF,FF,HK JEBN LIMITED,樓上燕窩莊有限公司,,,3/7/2025,3/7/2025,22.376563,114.1806274,31/5/2024,826373.9428,836654.5143550377,836654.5143999998,826373.9428000003
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT 1005, 10/F, BLOCK A, WAH LUEN INDUSTRIAL CENTRE, 15-21 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭黃竹洋街15-21號 華聯工業中心A座10樓1005室,Sha Tin,沙田區,2997804362,2997804362,97,97,FF,FF,,,#G#H,#G#H,10/7/2025,10/7/2025,22.398031,114.189395,11/6/2024,828751.2639,837557.2679705304,837557.2680000002,828751.2639000006
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO. S52, G/F, SUNSHINE CITY CHINESE MARKET, SUNSHINE CITY PLAZA, PHASE 4, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山新港城中心第4期新港城街市地下S52號鋪,Sha Tin,沙田區,2997804353,2997804353,97,97,FF,FF,厚興瑜記,厚興瑜記,,,9/7/2025,9/7/2025,22.4240947,114.2305381,2/12/2024,831638.3863137271,841792.8067395558,841792.8066999996,831638.3862999994
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT 19, 12/F, WAH YIU INDUSTRIAL CENTRE, 30-32 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街30-32號華耀工業中心12樓19室,Sha Tin,沙田區,2997804371,2997804371,97,97,FF,FF,Herbaceous Teas,良茶隅作坊,,,14/7/2025,14/7/2025,22.3991436,114.1938104,8/5/2024,828874.5131539598,838011.9147439151,838011.9146999996,828874.5131999999
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"BLOCK C10, 18/F, WAH LOK INDUSTRIAL CENTRE, 31-41 SHAN MEI STREET, SHA TIN, NEW TERRITORIES",新界沙田山尾街31-41號華樂工業中心18樓C10室,Sha Tin,沙田區,2997803493,2997803493,97,97,FF,FF,N & L FOOD TECH COMPANY LIMITED,高達食品科技有限公司,,,1/5/2025,1/5/2025,22.397612,114.191732,18/4/2024,828704.8875818131,837797.9171323666,837797.9171000002,828704.8875999991
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT 6, 8/F, WAH WAI CENTRE, 38-40 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街38-40號華衛工貿中心8樓6號室,Sha Tin,沙田區,2997804016,2997804016,97,97,FF,FF,Advance Food International Limited,先進食品國際有限公司,,,20/1/2026,20/1/2026,22.400112,114.1927027,22/11/2024,828981.7372227556,837897.8427226477,837897.8426999999,828981.7371999994
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP A, 12/F, INTERNATIONAL INDUSTRIAL CENTRE, 2-8 KWEI TEI STREET, SHA TIN, NEW TERRITORIES",新界沙田桂地街2-8號國際工業中心12樓A鋪,Sha Tin,沙田區,2997803819,2997803819,97,97,FF,FF,Tiffany's Community Bakery Limited,Tiffany's Community Bakery Limited,,,7/11/2025,7/11/2025,22.400549,114.1921453,12/9/2024,829030.1228103227,837840.4422944234,837840.4423000002,829030.1228
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP SHT 36, UNPAID CONCOURSE LEVEL, MTR SHA TIN STATION, SHA TIN, NEW TERRITORIES",新界沙田沙田港鐵站出口SHT36號舖,Sha Tin,沙田區,2997803536,2997803536,97,97,FF,FF,Bee Cheng Hiang,美珍香,,,6/6/2025,6/6/2025,22.3772578,114.1952057,9/4/2024,826450.9924,838155.8858201843,838155.8858000003,826450.9923999999
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP SHT 37, MTR SHA TIN STATION, SHA TIN, NEW TERRITORIES",新界沙田港鐵沙田站37號鋪,Sha Tin,沙田區,2997803077,2997803077,97,97,FF,FF,Chez Choux,西樹泡芙,,,15/8/2025,15/8/2025,22.383936,114.187994,7/8/2024,827190.4334203296,837413.1205992892,837413.1206,827190.4333999995
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 251, 2/F, COMMERCIAL/CAR PARK BLOCK (ALSO KNOWN AS SHA KOK SHOPPING CENTRE), SHA KOK ESTATE, 5 SHA KOK STREET, SHA TIN, NEW TERRITORIES",新界沙田沙角街5號沙角邨 沙角商場2樓251鋪,Sha Tin,沙田區,2997804502,2997804502,97,97,FF,FF,MAXIM'S CAKES,美心西餅,,,13/10/2025,13/10/2025,22.3768549,114.1943948,2/9/2024,826406.3670807115,838072.3789765327,838072.3789999997,826406.3671000004
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 21, G/F, GRANDWAY GARDEN, 15 & 35 TSUEN NAM ROAD, SHA TIN, NEW TERRITORIES",新界沙田村南道15&35號富嘉花園地下21號鋪,Sha Tin,沙田區,2997804441,2997804441,97,97,FF,FF,Arome Bakery,東海堂,,,4/9/2025,4/9/2025,22.373728,114.1779371,29/7/2024,826060.0033251545,836377.4497223789,836377.4496999998,826060.0033
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT O, 18/F, INTERNATIONAL INDUSTRIAL CENTRE, 2-8 KWEI TEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭桂地街2-8號國際工業中心18樓O室,Sha Tin,沙田區,2997804469,2997804469,97,97,FF,FF,YONG DING TANG HERBAL LIMITED,永定堂涼茶有限公司,,,23/9/2025,23/9/2025,22.400549,114.1921453,10/9/2024,829030.1228103227,837840.4422944234,837840.4423000002,829030.1228
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"UNIT 4F (REAR), G/F, FO TAN INDUSTRIAL CENTRE, 26-28 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街26-28號富騰工業中心地下4F號鋪後面,Sha Tin,沙田區,2597800171,2597800171,97,97,FE,FE,喜樂亭,喜樂亭,,,21/10/2025,21/10/2025,22.3988009,114.1943744,15/10/2024,828836.5706718343,838069.9946760673,838069.9946999997,828836.5706999991
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT 709-712, 7/F, NEW COMMERCE CENTRE, 19 ON SUM STREET, SHA TIN, NEW TERRITORIES",新界沙田安心街19號貿中心7樓709-712號鋪,Sha Tin,沙田區,2997803165,2997803165,97,97,FF,FF,A-1 Bakery,A-1 Bakery,,,25/10/2025,25/10/2025,22.3891,114.2071925,3/9/2024,827762.5448834371,839390.1042220207,839390.1042,827762.5449000001
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"OPEN SPACE (NEAR SHOP NOS. 2130-31), LEVEL 2,  MOSTOWN, NO.18 ON LUK STREET , MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山 鞍祿街18號新港城2樓 (近2130-31號鋪),Sha Tin,沙田區,2997803563,2997803563,97,97,FF,FF,Starbucks Coffee,Starbucks Coffee,,,19/6/2025,19/6/2025,22.4241633,114.2314688,19/12/2024,831646.0173690915,841888.6217710022,841888.6217999998,831646.0174000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION OF 3/F, CAFÉ DE CORAL CENTRE, 5 WO SHUI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭禾穗街5號大家樂中心3樓(部份),Sha Tin,沙田區,2997804070,2997804070,97,97,FF,FF,,,#J,#J,17/2/2026,17/2/2026,22.3979445,114.1978039,30/12/2024,828741.7817868411,838423.1469710211,838423.1469999999,828741.7818
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP SHT 39, SHA TIN MTR STATION, SHA TIN, NEW TERRITORIES",新界沙田沙田港鐵站SHT39號鋪,Sha Tin,沙田區,2997803095,2997803095,97,97,FF,FF,健康工房,健康工房,,,5/9/2025,5/9/2025,22.377366,114.194869,1/8/2024,826462.9697551734,838121.2087064782,838121.2087000003,826462.9697999991
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT B, 8/F, LEAPONT INDUSTRIAL BUILDING, 18-28 WO LIU HANG ROAD, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭禾寮坑路18-28號聯邦工業大廈8樓B室,Sha Tin,沙田區,2997803350,2997803350,97,97,FF,FF,Circle Bakery,Circle Bakery,,,17/2/2026,17/2/2026,22.3974288,114.1972459,4/2/2025,828684.6674533184,838365.6965483808,838365.6964999996,828684.6675000004
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"FLAT H2, LG/F, VALIANT INDUSTRIAL CENTRE, 2-12 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES",新界沙田坳背灣街2-12號威力工業中心低層地下H2鋪,Sha Tin,沙田區,2597800199,2597800199,97,97,FE,FE,KWUN YAT CHIN,館一千,,,21/3/2025,21/3/2025,22.3973884,114.1961394,30/4/2024,828680.1786821752,838251.7585846948,838251.7586000003,828680.1787
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 22, 23, G/F, LUCKY MARKET, YU CHUI SHOPPING CENTRE, 2 NGAU PEI SHA STREET, SHA TIN, NEW TERRITORIES",新界沙田牛皮沙街2號愉翠商場街市地下22及23號鋪,Sha Tin,沙田區,2997803244,2997803244,97,97,FF,FF,麵飽皇子,麵飽皇子,,,26/11/2025,26/11/2025,22.3821357,114.2051279,26/9/2024,826991.3075522056,839177.6406,839177.6405999996,826991.3076000009
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"ROOM 45, 5/F, BLOCK F, WAH LOK INDUSTRIAL CENTRE, PHASE II, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭華樂工業中心第II期F座5樓45室,Sha Tin,沙田區,2997805204,2997805204,97,97,FF,FF,YEAR BOOM LIMITED,YEAR BOOM LIMITED,,,22/10/2025,22/10/2025,22.397612,114.191732,29/8/2024,828704.8875818131,837797.9171323666,837797.9171000002,828704.8875999991
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO. G13A (PORTION), LG/F, SUI WO COURT COMMERCIAL CENTRE, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭穗禾苑商場低層地下G13A號鋪(部份),Sha Tin,沙田區,2997805222,2997805222,97,97,FF,FF,759麵包工房,759麵包工房,,,11/11/2025,11/11/2025,22.391994,114.194363,2/9/2024,828082.8035653515,838068.9086644136,838068.9086999996,828082.8036000002
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT 4, 12/F, WAH WAI CENTRE, 38-40 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街38-40號華衞工貿中心12樓4室,Sha Tin,沙田區,2997805383,2997805383,97,97,FF,FF,SMART YEAR LIMITED,晉年有限公司,,,19/1/2026,19/1/2026,22.400112,114.1927027,14/11/2024,828981.7372227556,837897.8427226477,837897.8426999999,828981.7371999994
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP WKS 4B, MTR WU KAI SHA STATION, SHA TIN, NEW TERRITORIES",新界沙田港鐵烏溪沙站WKS 4B鋪,Sha Tin,沙田區,2997805152,2997805152,97,97,FF,FF,TONG KEE BAO DIM,唐記包點,,,6/10/2025,6/10/2025,22.428613,114.243789,4/10/2024,832139.2735871006,843156.7956851068,843156.7956999997,832139.2736000009
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"PORTION B OF SHOP NO. 8, 2/F, DOUBLE COVE PLACE, 8 WU KAI SHA ROAD, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田   馬鞍山烏溪沙路8號迎海薈2樓8號鋪B部份,Sha Tin,沙田區,2997805365,2997805365,97,97,FF,FF,7-ELEVEN FOOD STORE,七.十一便利店,,,13/1/2026,13/1/2026,22.4300282,114.2432523,26/11/2024,832295.9629635327,843101.4736004845,843101.4736000001,832295.9629999995
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. 19, SHOP 345-346 & 354-363, LEVEL 3, MA ON SHAN PLAZA, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山馬鞍山廣場第3層第345-346及 354-363號鋪第19號檔,Sha Tin,沙田區,2997804830,2997804830,97,97,FF,FF,TASTE,TASTE,,,19/3/2026,19/3/2026,22.425072,114.2311411,20/2/2025,831746.6310722753,841854.8479044766,841854.8479000004,831746.6311000008
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"UNIT 11, 2/F, TRANSPORT CITY BUILDING, 1-7 SHING WAN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍成運路1-7號交通城大廈2樓11室,Sha Tin,沙田區,2597800241,2597800241,97,97,FE,FE,豬手工房,豬手工房,,,2/11/2025,2/11/2025,22.3762418,114.1815563,24/10/2024,826338.3772837877,836750.1804,836750.1804,826338.3772999998
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"FLAT 3, 2/F, WORLD-WIDE INDUSTRIAL CENTRE, 43-47 SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭山尾街43-47號環球工業中心2樓3室,Sha Tin,沙田區,2597800223,2597800223,97,97,FE,FE,Green & Fresh,綠色煮意,,,13/5/2025,13/5/2025,22.3988661,114.1906592,10/5/2024,828843.7507446624,837687.4361303406,837687.4360999996,828843.7507000007
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. 5, SHOPS NO. 6, 7, 8A & 8B, SECOND FLOOR (LEVEL 3), CHANWAY SHOPPING CENTRE, 11-17 SHA TIN CENTRE STREET, SHA TIN, NEW TERRITORIES","新界沙田沙田正街11-17號偉華中心商場2樓(第3層) 6,7,8A及8B號鋪5號檔",Sha Tin,沙田區,2997804955,2997804955,97,97,FF,FF,FUSION,FUSION,,,1/6/2025,1/6/2025,22.3811216,114.1874017,16/5/2024,826878.7749065382,837352.1462791542,837352.1463000001,826878.7749000005
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP 17, GROUND FLOOR, GRANDWAY GARDEN, 16 MEI TIN ROAD, 15 & 35 TSUEN NAM ROAD, SHA TIN, NEW TERRITORIES",新界沙田村南道15及35號美田路16號富嘉花園地下17號鋪,Sha Tin,沙田區,2997803907,2997803907,97,97,FF,FF,Uo-Show,魚尚,#G#H,#G#H,18/12/2025,18/12/2025,22.3735416,114.1775389,12/11/2024,826039.3619965161,836336.4394159471,836336.4393999996,826039.3619999997
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT 31, 32 & 33, 11/F, BLOCK B, WAH LOK INDUSTRIAL CENTRE, SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES","新界沙田火炭山尾街華樂工業中心B座11樓31,32 及33號鋪",Sha Tin,沙田區,2997803916,2997803916,97,97,FF,FF,Valencia Growers International Ltd,Valencia Growers International Ltd,#D,#D,19/12/2025,19/12/2025,22.397612,114.191732,20/12/2024,828704.8875818131,837797.9171323666,837797.9171000002,828704.8875999991
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. 3, SHOPS NO. 6, 7, 8A & 8B, SECOND FLOOR (LEVEL 3), CHANWAY SHOPPING CENTRE, 11-17 SHA TIN CENTRE STREET, SHA TIN, NEW TERRITORIES",新界沙田沙田正街11-17號偉華中心 2樓(第三層)6、7、8A及8B號鋪3號檔,Sha Tin,沙田區,2997804973,2997804973,97,97,FF,FF,FUSION,FUSION,,,29/6/2025,29/6/2025,22.3808725,114.1870741,16/5/2024,826851.1883555534,837318.4105911433,837318.4106000001,826851.1884000003
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO. 6, SHOPS NO. 6, 7, 8A & 8B, SECOND FLOOR (LEVEL 3), CHANWAY SHOPPING CENTRE, 11-17 SHA TIN CENTRE STREET, SHA TIN, NEW TERRITORIES","新界沙田沙田正街11-17號偉華中心商場2樓(第3層) 6,7,8A及8B號鋪6號檔",Sha Tin,沙田區,2997804982,2997804982,97,97,FF,FF,FUSION,FUSION,,,29/6/2025,29/6/2025,22.3811216,114.1874017,16/5/2024,826878.7749065382,837352.1462791542,837352.1463000001,826878.7749000005
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP G19, G/F, THE COMMERCIAL CENTRE, SADDLE RIDGE GARDEN, 6 KAM YING ROAD, SHA TIN, NEW TERRITORIES",新界沙田錦英路6號富寶花園商業中心地下G19號,Sha Tin,沙田區,2997804991,2997804991,97,97,FF,FF,豐味堂,豐味堂,,,2/7/2025,2/7/2025,22.4247818,114.2359837,11/6/2024,831714.6837405688,842353.4143564757,842353.4144000001,831714.6837000009
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"ROOM 1817 & 1818, 18/F, BLOCK B, WAH LUEN INDUSTRIAL CENTRE, 15-21 WONG CHUK YEUNG STREET, SHA TIN, NEW TERRITORIES",新界沙田黃竹洋街15-21號 華聯工業中心B座18樓1817 & 1818室,Sha Tin,沙田區,2997805259,2997805259,97,97,FF,FF,Lang Yue (Hong Kong) Company Limited,朗粵(香港)有限公司,,,6/12/2025,6/12/2025,22.3979187,114.1895523,12/11/2024,828738.8296269311,837573.4664505966,837573.4665000001,828738.8296000008
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"ROOM 12A, 15/F, WAH WAI CENTRE, 38-40 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街38-40號華衛工貿中心15樓12A室,Sha Tin,沙田區,2997805268,2997805268,97,97,FF,FF,Crave Catering,Crave Catering,#G#H,#G#H,7/12/2025,7/12/2025,22.400112,114.1927027,5/12/2024,828981.7372227556,837897.8427226477,837897.8426999999,828981.7371999994
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP C8, LG/F, VALIANT INDUSTRIAL CENTRE, 2-12 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街2-12號威力工業中心低層地下C8號工場,Sha Tin,沙田區,2997805286,2997805286,97,97,FF,FF,馬拉茶室,馬拉茶室,,,10/12/2025,10/12/2025,22.3973884,114.1961394,30/10/2024,828680.1786821752,838251.7585846948,838251.7586000003,828680.1787
